Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_56_301,VPWR,li1,141.9100,160.4800,1.799989
FILLER_56_298,VPWR,li1,140.5300,160.4800,1.799989
FILLER_56_295,VPWR,li1,139.1500,160.4800,1.799989
FILLER_56_292,VPWR,li1,137.7700,160.4800,1.799989
FILLER_56_289,VPWR,li1,136.3900,160.4800,1.799989
FILLER_56_286,VPWR,li1,135.0100,160.4800,1.799989
FILLER_56_283,VPWR,li1,133.6300,160.4800,1.799987
FILLER_56_280,VPWR,li1,132.2500,160.4800,1.799985
FILLER_56_277,VPWR,li1,130.8700,160.4800,1.799985
FILLER_56_274,VPWR,li1,129.4900,160.4800,1.799983
